THERAPY_TYPE,NAME,COMPOUND__C,CATEGORIES,HCP_ACC,INDICATIONS,CALL_ID,THERAPY_K_TOPIC,THERAPY_TYPE_KEY_ASPECTS,INTERACTION_NUMBER,INTERACTION_STAT,INTERACTION_TYPE,MSL_ID,MSL_NAME,CREATED_DATE,HCP_NUMBER,TL,NPI_NO__PC
Therapy 2,Therapy-978547,Compound 2,Category 2,0029y00000y1ZABCDE2,Indication 1,v78TR98995YRxYjIYJ,Topic 1,Aspect 4,AL786453,Submitted,Digital,1293Q881236XqikDIC,8,18.04.2024,Mirna Tamsett,TL,308792129
Therapy 3,Therapy-985372,Compound 1,Category 4,0029y00000z2FGHIJ4,Indication 2,v78TR98995YRxg6IYE,Topic 2,Aspect 1,AL785933,Submitted,VC,1293Q881236XqXDIA0,11,13.05.2024,Anthony Cordy,TL,308791926
Therapy 1,Therapy-987231,Compound 2,Category 1,0029y00000a1ABCDE5,Indication 3,v78TR98995YRxigIYE,Topic 4,Aspect 4,AL785483,Submitted,Telephone,1293Q881236XqWjDIK,15,25.05.2024,Hermon Prosch,TL,308792093
Therapy 2,Therapy-986255,Compound 3,Category 2,0029y00000b2FGHIJ1,Indication 1,v78TR98995YRxueIYE,Topic 2,Aspect 1,AL785419,Submitted,Face to Face,1293Q881236LqcJDIM,13,21.03.2024,Gnni Smerdon,Others,308792180
Therapy 3,Therapy-983360,Compound 1,Category 3,0029y00000c3KLMNO9,Indication 2,v78TR98995YRy0tIYE,Topic 3,Aspect 1,AL785635,Submitted,Telephone,1293Q881236XqWYDI0,5,16.04.2024,Henrie Rounsefull,Others,308792011
Therapy 1,Therapy-984941,Compound 3,Category 4,0029y00000d4PQRST2,Indication 3,v78TR98995YRy26IYE,Topic 1,Aspect 1,AL789349,Submitted,VC,1293Q881236XqWYDI0,16,11.05.2024,Jeffry Iacabucci,TL,308792043
Therapy 2,Therapy-978793,Compound 2,Category 1,0029y00000e5UVWXY3,Indication 1,v78TR98995YRwFqIYJ,Topic 1,Aspect 4,AL787154,Submitted,Digital,1293Q881236LqcJDIM,3,20.05.2024,Milena Latehouse,TL,308791925
Therapy 3,Therapy-986015,Compound 1,Category 2,0029y00000f6ZABCDE8,Indication 2,v78TR98995YRwQFIYR,Topic 2,Aspect 2,AL786372,Submitted,Face to Face,1293Q881236LqcJDIM,29,24.03.2024,Vick Prandin,Others,308791897
Therapy 1,Therapy-978224,Compound 2,Category 3,0029y00000g7FGHIJ0,Indication 3,v78TR98995YRwQGIYR,Topic 4,Aspect 2,AL784593,Submitted,VC,1293Q881236LqcJDIM,20,24.03.2024,Christye Scane,Others,308792184
Therapy 2,Therapy-984301,Compound 3,Category 4,0029y00000h8KLMNO6,Indication 1,v78TR98995YRwiMIYR,Topic 3,Aspect 3,AL787157,Submitted,Telephone,1293Q8812373uiFDIQ,30,05.06.2024,Isidor Francescotti,Others,308791980
Therapy 3,Therapy-986435,Compound 1,Category 1,0029y00000i9PQRST7,Indication 2,v78TR98995YRxE9IYJ,Topic 3,Aspect 4,AL787527,Submitted,Digital,1293Q881236XqWjDIK,30,19.02.2024,Laryssa Matzke,TL,308792177
Therapy 1,Therapy-985490,Compound 2,Category 4,0029y00000j0UVWXY4,Indication 3,v78TR98995YRxEjIYE,Topic 1,Aspect 1,AL784940,Submitted,Face to Face,1293Q8812373uiFDIQ,8,01.04.2024,Karil Sinyard,Others,308791877
Therapy 2,Therapy-977821,Compound 1,Category 2,0029y00000k1ZABCDE2,Indication 1,v78TR98995YRxEoIYE,Topic 3,Aspect 3,AL787194,Submitted,Telephone,1293Q881236XqelDIC,7,19.04.2024,Merlina Adin,TL,308792071
Therapy 3,Therapy-984819,Compound 3,Category 3,0029y00000l2FGHIJ5,Indication 2,v78TR98995YRxYEIYR,Topic 1,Aspect 4,AL787482,Submitted,VC,1293Q881236XqWjDIK,8,13.04.2024,Sully Gagin,TL,308791988
Therapy 1,Therapy-984972,Compound 2,Category 2,0029y00000m3KLMNO1,Indication 3,v78TR98995YwyxLIYR,Topic 2,Aspect 3,AL791250,Submitted,Digital,1293Q881236LqcJDIM,15,30.01.2024,Chick Grigsby,TL,308792157
Therapy 2,Therapy-982428,Compound 1,Category 1,0029y00000n4PQRST3,Indication 1,v78TR98995YRvf3IYE,Topic 2,Aspect 2,AL784450,Submitted,Telephone,1293Q881236XqWhDIK,13,22.01.2024,Ailey Teale,TL,308792054
Therapy 3,Therapy-978471,Compound 3,Category 3,0029y00000o5UVWXY0,Indication 2,v78TR98995YRvhEIYR,Topic 2,Aspect 2,AL789215,Submitted,Face to Face,1293Q881236UtQ9DIK,24,28.02.2024,Gerhardt Ponten,Others,308792014
Therapy 1,Therapy-986627,Compound 2,Category 4,0029y00000p6ZABCDE9,Indication 3,v78TR98995YRvwqIYE,Topic 4,Aspect 3,AL791058,Submitted,VC,1293Q881236XqWjDIK,7,12.05.2024,Sophi Frackiewicz,Others,308791990
Therapy 2,Therapy-985872,Compound 1,Category 1,0029y00000q7FGHIJ6,Indication 1,v78TR98995YRw3EIYE,Topic 1,Aspect 2,AL792469,Submitted,Digital,1293Q881236XqWGDI0,19,28.05.2024,Wittie Riatt,Others,308791976
Therapy 3,Therapy-987450,Compound 2,Category 2,0029y00000r8KLMNO8,Indication 2,v78TR98995YRwR1IYJ,Topic 2,Aspect 1,AL784952,Submitted,Telephone,1293Q881236XqWjDIK,4,20.06.2024,Ware Breddy,TL,308792015
Therapy 1,Therapy-983705,Compound 3,Category 3,0029y00000s9PQRST4,Indication 3,v78TR98995YRwMMIYR,Topic 1,Aspect 4,AL788329,Submitted,Face to Face,1293Q881236UtQ9DIK,20,23.04.2024,Bonnee Tevlin,TL,308792138
Therapy 2,Therapy-982210,Compound 1,Category 4,0029y00000t0UVWXY5,Indication 1,v78TR98995YRwWwIYJ,Topic 3,Aspect 3,AL789955,Submitted,VC,1293Q881236XqWjDIK,26,17.02.2024,Dyna Coveley,Others,308792028
Therapy 3,Therapy-987038,Compound 2,Category 1,0029y00000u1ZABCDE3,Indication 2,v78TR98995YRwkYIYE,Topic 1,Aspect 4,AL791290,Submitted,Digital,1293Q881236XqXDIA0,13,24.06.2024,Bernardina Gavahan,TL,308791919
Therapy 1,Therapy-986758,Compound 3,Category 3,0029y00000v2FGHIJ7,Indication 3,v78TR98995YRwQYIYR,Topic 4,Aspect 3,AL785303,Submitted,Telephone,1293Q881236LqcJDIM,4,03.04.2024,Dorice Premble,TL,308791916
Therapy 2,Therapy-981523,Compound 1,Category 2,0029y00000w3KLMNO2,Indication 1,v78TR98995YRxFqIYJ,Topic 4,Aspect 3,AL791127,Submitted,Digital,1293Q881236XqcJDIS,4,27.02.2024,Lyssa Hutchason,Others,308792020
Therapy 3,Therapy-983774,Compound 2,Category 4,0029y00000x4PQRST1,Indication 2,v78TR98995YRxnRIYE,Topic 3,Aspect 4,AL784405,Submitted,Face to Face,1293Q881236LqcJDIM,22,14.05.2024,Brantley Longforth,Others,308792183
Therapy 1,Therapy-979655,Compound 1,Category 1,0029y00000y5UVWXY8,Indication 3,v78TR98995YRy5WIYR,Topic 4,Aspect 1,AL791095,Submitted,Telephone,1293Q881236XqWjDIK,5,01.06.2024,Concordia Lum,TL,308791877
Therapy 2,Therapy-984318,Compound 3,Category 2,0029y00000z6ZABCDE4,Indication 1,v78TR98995YRwq0IYE,Topic 3,Aspect 2,AL785173,Submitted,VC,1293Q881236LqcJDIM,4,21.06.2024,Griffy Fideler,Others,308791916
Therapy 3,Therapy-979410,Compound 2,Category 3,0029y00000a7FGHIJ0,Indication 2,v78TR98995YRx8kIYE,Topic 4,Aspect 3,AL787437,Submitted,Face to Face,1293Q881236LqcJDIM,22,01.06.2024,Hettie Radnage,Others,308792114
Therapy 1,Therapy-982762,Compound 1,Category 4,0029y00000b8KLMNO9,Indication 3,v78TR98995YRxU0IYJ,Topic 1,Aspect 3,AL784427,Submitted,VC,1293Q881236XqWjDIK,24,19.05.2024,Gayle Swale,Others,308791924
Therapy 2,Therapy-987697,Compound 3,Category 1,0029y00000c9PQRST6,Indication 1,v78TR98995YRxgLIYR,Topic 1,Aspect 1,AL787120,Submitted,Telephone,1293Q881236XqWTDI0,29,12.01.2024,Jacky Dauber,TL,308791924
Therapy 3,Therapy-983255,Compound 2,Category 4,0029y00000d0UVWXY3,Indication 2,v78TR98995YRx4SIYR,Topic 2,Aspect 2,AL789743,Submitted,Digital,1293Q881236LqRTDI0,15,19.04.2024,Laurena Scatchard,Others,308791989
Therapy 1,Therapy-984789,Compound 1,Category 2,0029y00000e1ZABCDE5,Indication 3,v78TR98995YRxQMIYR,Topic 3,Aspect 3,AL792224,Submitted,Face to Face,1293Q881236UtQ9DIK,2,20.06.2024,Georgie Daborne,Others,308791899
Therapy 2,Therapy-980425,Compound 2,Category 3,0029y00000f2FGHIJ8,Indication 1,v78TR98995YRxjQIYR,Topic 3,Aspect 4,AL788321,Submitted,Digital,1293Q881236LqRGDI0,29,25.05.2024,Davy Pillans,TL,308791964
Therapy 3,Therapy-978148,Compound 3,Category 1,0029y00000g3KLMNO7,Indication 2,v78TR98995YRuhGIYR,Topic 1,Aspect 1,AL791341,Submitted,VC,1293Q881236UtQ9DIK,5,17.05.2024,Selene Cosbee,Others,308792199
Therapy 1,Therapy-978746,Compound 1,Category 2,0029y00000h4PQRST2,Indication 3,v78TR98995YRuiiIYE,Topic 4,Aspect 3,AL790480,Submitted,Telephone,1293Q8812373uiFDIQ,9,27.02.2024,Sascha Foottit,TL,308792138
Therapy 2,Therapy-984574,Compound 3,Category 3,0029y00000i5UVWXY1,Indication 1,v78TR98995YRuohIYE,Topic 1,Aspect 1,AL790746,Submitted,Face to Face,1293Q881236LqRTDI0,18,25.06.2024,Noelani Fortin,Others,308792184
Therapy 3,Therapy-979141,Compound 2,Category 4,0029y00000j6ZABCDE9,Indication 2,v78TR98995YRuREIYR,Topic 3,Aspect 4,AL787440,Submitted,Telephone,1293Q881236LqcJDIS,26,16.04.2024,Jamil Risdale,Others,308791884
Therapy 1,Therapy-984083,Compound 1,Category 1,0029y00000k7FGHIJ4,Indication 3,v78TR98995YRuekIYE,Topic 1,Aspect 2,AL785797,Submitted,VC,1293Q881236LqRTDI0,2,02.06.2024,Nealy Jonin,TL,308791902
Therapy 2,Therapy-978875,Compound 2,Category 3,0029y00000l8KLMNO0,Indication 1,v78TR98995YRuwJIYR,Topic 2,Aspect 2,AL785709,Submitted,Digital,1293Q881236LqcJDIS,9,23.03.2024,Robb Manie,Others,308792072
Therapy 3,Therapy-978131,Compound 3,Category 2,0029y00000m9PQRST3,Indication 2,v78TR98995YRuxWIYR,Topic 3,Aspect 3,AL790970,Submitted,Face to Face,1293Q881236LqcJDIS,3,17.05.2024,Laina Loble,Others,308791899
Therapy 1,Therapy-978804,Compound 1,Category 4,0029y00000n0UVWXY6,Indication 3,v78TR98995YRv06IYE,Topic 2,Aspect 1,AL790411,Submitted,VC,1293Q881236LqRjDIK,24,28.01.2024,Irwin Pudan,Others,308792140
Therapy 2,Therapy-980965,Compound 2,Category 1,0029y00000o1ZABCDE7,Indication 1,v78TR98995YRv2qIYE,Topic 2,Aspect 3,AL785986,Submitted,Telephone,1293Q881236LqRYDI0,18,11.06.2024,Hillary Boyse,Others,308792020
Therapy 3,Therapy-986236,Compound 1,Category 2,0029y00000p2FGHIJ5,Indication 2,v78TR98995YRuvLIYR,Topic 2,Aspect 1,AL790040,Submitted,Digital,1293Q881236LqRYDI0,4,01.04.2024,Penelope Kittles,Others,308791963
Therapy 1,Therapy-982377,Compound 3,Category 3,0029y00000q3KLMNO1,Indication 3,v78TR98995YRv93IYE,Topic 3,Aspect 4,AL787585,Submitted,Face to Face,1293Q881236LqcJDIS,19,31.03.2024,Deb Bernardotti,TL,308792003
Therapy 2,Therapy-985577,Compound 2,Category 4,0029y00000r4PQRST9,Indication 1,v78TR98995YRuqRIYR,Topic 2,Aspect 4,AL786846,Submitted,Telephone,1293Q881236LqRTDI0,13,08.04.2024,Tristam Zeal,TL,308792177
Therapy 3,Therapy-978481,Compound 1,Category 1,0029y00000s5UVWXY2,Indication 2,v78TR98995YRuqRIYR,Topic 3,Aspect 3,AL789785,Submitted,VC,1293Q881236LqRjDIK,6,27.04.2024,Victor Dwelly,TL,308792159
Therapy 1,Therapy-985547,Compound 3,Category 2,0029y00000t6ZABCDE4,Indication 3,v78TR98995YRvYuIYJ,Topic 1,Aspect 4,AL785239,Submitted,Digital,1293Q881236UtQ9DIK,7,09.05.2024,Natala Benois,Others,308792142
Therapy 2,Therapy-980786,Compound 2,Category 3,0029y00000u7FGHIJ8,Indication 1,v78TR98995YRvDWIYR,Topic 3,Aspect 3,AL790743,Submitted,Telephone,1293Q881236UtQ9DIK,7,21.04.2024,Dorie Rowbury,TL,308791918
Therapy 3,Therapy-986438,Compound 1,Category 4,0029y00000v8KLMNO5,Indication 2,v78TR98995YRvFXIYR,Topic 4,Aspect 1,AL788795,Submitted,Face to Face,1293Q881236LqRjDIK,11,25.03.2024,Kai Hedditch,TL,308792055
Therapy 1,Therapy-982210,Compound 2,Category 1,0029y00000w9PQRST0,Indication 3,v78TR98995YRvK9IYJ,Topic 4,Aspect 3,AL785716,Submitted,VC,1293Q881236UtQ9DIK,13,09.02.2024,Yoko Juara,TL,308791995
Therapy 2,Therapy-978374,Compound 3,Category 4,0029y00000x0UVWXY9,Indication 1,v78TR98995YRvQKIYR,Topic 3,Aspect 2,AL788714,Submitted,Digital,1293Q881236UtQ9DIK,28,29.02.2024,Cherie Goddman,Others,308791887
Therapy 3,Therapy-982905,Compound 1,Category 2,0029y00000y1ZABCDE1,Indication 2,v78TR98995YRvUDIYR,Topic 2,Aspect 2,AL784458,Submitted,Telephone,1293Q881236LqRTDI0,1,16.05.2024,Krishnah Boig,Others,308791947
Therapy 1,Therapy-986300,Compound 2,Category 3,0029y00000z2FGHIJ3,Indication 3,v78TR98995YRvX8IYJ,Topic 1,Aspect 1,AL786896,Submitted,Face to Face,1293Q881236LqcJDIS,4,07.04.2024,Coriss Cake,TL,308792156
Therapy 2,Therapy-980185,Compound 3,Category 2,0029y00000a3KLMNO6,Indication 1,v78TR98995YRvYwIYJ,Topic 1,Aspect 2,AL785478,Submitted,VC,1293Q881236UtQ9DIK,3,09.01.2024,Atlante Spyby,TL,308792181
Therapy 3,Therapy-978752,Compound 1,Category 1,0029y00000b4PQRST2,Indication 2,v78TR98995YRvd1IYE,Topic 2,Aspect 3,AL787653,Submitted,Digital,1293Q8812373uiFDIQ,5,03.05.2024,Kerwin Buzin,Others,308792155
Therapy 1,Therapy-985387,Compound 2,Category 3,0029y00000c5UVWXY7,Indication 3,v78TR98995YRvRDIYR,Topic 3,Aspect 3,AL786044,Submitted,Telephone,1293Q881236LqRjDIK,20,04.05.2024,Crin Gerg,TL,308791956
Therapy 2,Therapy-983354,Compound 1,Category 4,0029y00000d6ZABCDE8,Indication 1,v78TR98995YRvfwIYE,Topic 2,Aspect 1,AL789365,Submitted,Digital,1293Q881236UtQ9DIK,5,08.03.2024,Jeffy Liverseege,TL,308792046
Therapy 3,Therapy-984954,Compound 3,Category 1,0029y00000e7FGHIJ5,Indication 2,v78TR98995YRvkhIYE,Topic 2,Aspect 1,AL786763,Submitted,Face to Face,1293Q881236LqRhDIK,24,25.03.2024,Davide Passey,Others,308792066
Therapy 1,Therapy-987373,Compound 2,Category 2,0029y00000f8KLMNO1,Indication 3,v78TR98995YRvnNIYR,Topic 1,Aspect 4,AL785466,Submitted,Telephone,1293Q881236UtQ9DIK,20,09.05.2024,Jacky Fibben,TL,308791914
Therapy 2,Therapy-978255,Compound 1,Category 3,0029y00000g9PQRST4,Indication 1,v78TR98995YRvqNIYR,Topic 2,Aspect 2,AL787009,Submitted,VC,1293Q881236LqcJDIS,17,06.02.2024,Crissy Egarr,Others,308791979
Therapy 3,Therapy-987616,Compound 3,Category 4,0029y00000h0UVWXY6,Indication 2,v78TR98995YRvqDIYR,Topic 2,Aspect 4,AL791672,Submitted,Face to Face,1293Q881236LqRTDI0,25,20.06.2024,Emmye Biggins,TL,308792117
Therapy 1,Therapy-978725,Compound 2,Category 1,0029y00000i1ZABCDE3,Indication 3,v78TR98995YRvtvIYE,Topic 2,Aspect 2,AL785955,Submitted,VC,1293Q881236LqRGDI0,9,30.03.2024,Templeton Hamshar,TL,308792144
Therapy 2,Therapy-981871,Compound 1,Category 3,0029y00000j2FGHIJ9,Indication 1,v78TR98995YRvvEIYR,Topic 1,Aspect 4,AL787394,Submitted,Telephone,1293Q881236UtQ9DIK,15,18.06.2024,Prentiss Dollin,TL,308791936
Therapy 3,Therapy-983699,Compound 2,Category 2,0029y00000k3KLMNO7,Indication 2,v78TR98995YRvwHIYR,Topic 2,Aspect 2,AL792158,Submitted,Digital,1293Q881236LqRYDI0,25,16.01.2024,Hanny Shard,TL,308791984
Therapy 1,Therapy-984145,Compound 3,Category 4,0029y00000l4PQRST8,Indication 3,v78TR98995YRw7eIYE,Topic 4,Aspect 2,AL786166,Submitted,Face to Face,1293Q881236LqRYDI0,26,22.01.2024,Dukie Lasty,Others,308792109
Therapy 2,Therapy-986333,Compound 1,Category 1,0029y00000m5UVWXY0,Indication 1,v78TR98995YRw8XIYR,Topic 1,Aspect 4,AL784630,Submitted,Digital,1293Q881236LqcJDIS,1,07.05.2024,Stepha De Witt,TL,308791869
Therapy 3,Therapy-982699,Compound 3,Category 2,0029y00000n6ZABCDE5,Indication 2,v78TR98995YRvqwIYE,Topic 1,Aspect 3,AL786843,Submitted,VC,1293Q881236UtQ9DIK,30,04.04.2024,Eda Laurisch,TL,308791900
Therapy 1,Therapy-980233,Compound 2,Category 3,0029y00000o7FGHIJ2,Indication 3,v78TR98995YRvqwIYE,Topic 2,Aspect 1,AL787276,Submitted,Telephone,1293Q881236UtQ9DIK,9,25.04.2024,Putnam Adkin,Others,308791880
Therapy 2,Therapy-978730,Compound 1,Category 4,0029y00000p8KLMNO9,Indication 1,v78TR98995YRwR6IYJ,Topic 3,Aspect 3,AL790992,Submitted,Face to Face,1293Q881236UtQ9DIK,30,21.03.2024,Katina Medina,TL,308791957
Therapy 3,Therapy-985323,Compound 2,Category 1,0029y00000q9PQRST1,Indication 2,v78TR98995YRw9VIYR,Topic 3,Aspect 1,AL789080,Submitted,Telephone,1293Q881236LqRjDIK,22,11.04.2024,Susan Weild,Others,308791925
Therapy 1,Therapy-985872,Compound 3,Category 4,0029y00000r0UVWXY3,Indication 3,v78TR98995YRwEEIYJ,Topic 4,Aspect 4,AL792374,Submitted,VC,1293Q881236LqRjDIK,5,17.05.2024,Ario Snoad,Others,308792087
Therapy 2,Therapy-979108,Compound 1,Category 2,0029y00000s1ZABCDE6,Indication 1,v78TR98995YRwURIYR,Topic 2,Aspect 2,AL791350,Submitted,Digital,1293Q88123708K2DII,24,29.04.2024,Cati Mularkey,TL,308792041
Therapy 3,Therapy-985937,Compound 2,Category 3,0029y00000t2FGHIJ7,Indication 2,v78TR98995YRwdlIYE,Topic 1,Aspect 1,AL789831,Submitted,Face to Face,1293Q881236LqRjDIK,8,14.06.2024,Neddie Brockway,Others,308791953
Therapy 1,Therapy-980210,Compound 1,Category 1,0029y00000u3KLMNO4,Indication 3,v78TR98995YRwf0IYE,Topic 4,Aspect 4,AL785358,Submitted,VC,1293Q881236LqRTDI0,7,03.06.2024,Briggs Hiscocks,TL,308791971
Therapy 2,Therapy-984671,Compound 3,Category 2,0029y00000v4PQRST2,Indication 1,v78TR98995YRwQmIYJ,Topic 4,Aspect 1,AL788231,Submitted,Telephone,1293Q88123708K2DII,7,08.02.2024,Carri Asals,Others,308792118
Therapy 3,Therapy-983600,Compound 2,Category 3,0029y00000w5UVWXY8,Indication 2,v78TR98995YRweRIYR,Topic 2,Aspect 2,AL788953,Submitted,Digital,1293Q8812373uiFDIQ,14,18.03.2024,Caria De Ruggero,TL,308792162
Therapy 1,Therapy-980015,Compound 1,Category 4,0029y00000x6ZABCDE0,Indication 3,v78TR98995YRwslIYE,Topic 3,Aspect 2,AL788446,Submitted,Face to Face,1293Q881236LqRJDI0,24,14.06.2024,Had Prodrick,TL,308792069
Therapy 2,Therapy-978809,Compound 3,Category 1,0029y00000y7FGHIJ1,Indication 1,v78TR98995YRvREIYR,Topic 1,Aspect 2,AL786143,Submitted,Telephone,1293Q881236UtQ9DIK,3,29.03.2024,Andra Bussetti,Others,308791891
Therapy 3,Therapy-981191,Compound 2,Category 3,0029y00000z8KLMNO5,Indication 2,v78TR98995YRvRXIYR,Topic 4,Aspect 1,AL789544,Submitted,VC,1293Q88123708K2DII,12,06.04.2024,Alane Dyet,TL,308792106
Therapy 1,Therapy-984230,Compound 1,Category 2,0029y00000a9PQRST6,Indication 3,v78TR98995YRx3XIYR,Topic 4,Aspect 1,AL785060,Submitted,Digital,1293Q881236UtQ9DIK,14,19.04.2024,Simona Jovovic,TL,308792055
Therapy 2,Therapy-979633,Compound 2,Category 4,0029y00000b0UVWXY3,Indication 1,v78TR98995YRx6jIYE,Topic 4,Aspect 1,AL789351,Submitted,Telephone,1293Q881236LqRjDIK,21,04.05.2024,Binky Johnikin,TL,308791876
Therapy 3,Therapy-985321,Compound 3,Category 1,0029y00000c1ZABCDE7,Indication 2,v78TR98995YRxF2IYJ,Topic 2,Aspect 1,AL792221,Submitted,Face to Face,1293Q88123708K2DII,23,20.04.2024,Kahaleel Blaisdell,TL,308792043
Therapy 1,Therapy-979652,Compound 1,Category 2,0029y00000d2FGHIJ4,Indication 3,v78TR98995YRxFgIYJ,Topic 4,Aspect 3,AL785089,Submitted,VC,1293Q881236LqRjDIK,15,05.05.2024,Calida Breissan,TL,308791987
Therapy 2,Therapy-983747,Compound 2,Category 3,0029y00000e3KLMNO8,Indication 1,v78TR98995YRxQ7IYJ,Topic 2,Aspect 1,AL791678,Submitted,Digital,1293Q881236LqRhDIK,20,04.04.2024,Konstance McIndrew,Others,308792015
Therapy 3,Therapy-986225,Compound 3,Category 4,0029y00000f4PQRST5,Indication 2,v78TR98995YRxdEIYE,Topic 1,Aspect 2,AL787928,Submitted,Telephone,1293Q881236LqRGDI0,12,13.03.2024,Miller Ferrulli,TL,308792155
Therapy 1,Therapy-980896,Compound 1,Category 1,0029y00000g5UVWXY9,Indication 3,v78TR98995YRxjlIYE,Topic 3,Aspect 4,AL792622,Submitted,Face to Face,1293Q881236UtQ9DIK,29,16.01.2024,Mara Vedenyakin,TL,308792097
Therapy 2,Therapy-979235,Compound 2,Category 2,0029y00000h6ZABCDE2,Indication 1,v78TR98995YRxeYIYR,Topic 4,Aspect 3,AL785067,Submitted,VC,1293Q881236LqRTDI0,19,01.04.2024,Tracy Talboy,TL,308791925
Therapy 3,Therapy-978634,Compound 1,Category 3,0029y00000i7FGHIJ0,Indication 2,v78TR98995YRxsIIYR,Topic 4,Aspect 3,AL788738,Submitted,Digital,1293Q881236LqcJDIS,8,17.04.2024,Nerte Bessell,Others,308792134
Therapy 1,Therapy-978895,Compound 3,Category 4,0029y00000j8KLMNO1,Indication 3,v78TR98995YRxv3IYE,Topic 4,Aspect 2,AL787237,Submitted,Telephone,1293Q881236LqRjDIK,14,28.01.2024,Marjy Cluitt,Others,308791970
Therapy 2,Therapy-984183,Compound 2,Category 1,0029y00000k9PQRST3,Indication 1,v78TR98995YRxwGIYR,Topic 2,Aspect 3,AL788481,Submitted,Digital,1293Q881236LqRhDIK,9,01.04.2024,Rodolphe Braine,Others,308792083
Therapy 3,Therapy-982845,Compound 1,Category 4,0029y00000l0UVWXY6,Indication 2,v78TR98995YwywEIYR,Topic 2,Aspect 1,AL789420,Submitted,Face to Face,1293Q881236LqcJDIS,23,07.01.2024,Keane Welch,Others,308791950
Therapy 1,Therapy-984041,Compound 3,Category 2,0029y00000m1ZABCDE4,Indication 3,v78TR98995YwR05IYE,Topic 3,Aspect 2,AL790623,Submitted,Telephone,1293Q881236LqRhDIK,30,08.05.2024,Gabie Kepling,TL,308791986
Therapy 2,Therapy-983975,Compound 2,Category 3,0029y00000n2FGHIJ8,Indication 1,v78TR98995YwR2UIYR,Topic 3,Aspect 3,AL785968,Submitted,VC,1293Q881236LqRjDIK,20,31.05.2024,Lyssa Borres,Others,308792081
Therapy 3,Therapy-981491,Compound 1,Category 2,0029y00000o3KLMNO7,Indication 2,v78TR98995YwR4hIYE,Topic 4,Aspect 4,AL788818,Submitted,Face to Face,1293Q88123708K2DII,15,08.04.2024,Robbie Halliday,Others,308791923
Therapy 1,Therapy-980496,Compound 2,Category 1,0029y00000p4PQRST2,Indication 3,v78TR98995YwRHVIYR,Topic 4,Aspect 1,AL791749,Submitted,VC,1293Q881236UtQ9DIK,25,29.02.2024,Emma Rudyard,TL,308791892
Therapy 2,Therapy-982518,Compound 3,Category 3,0029y00000q5UVWXY5,Indication 1,v78TR98995YwRQgIYJ,Topic 2,Aspect 1,AL786150,Submitted,Digital,1293Q881236UtQ9DIK,21,31.03.2024,Ilyssa Sissens,Others,308791887
Therapy 3,Therapy-978722,Compound 1,Category 4,0029y00000r6ZABCDE3,Indication 2,v78TR98995YwRLlIYJ,Topic 4,Aspect 3,AL789695,Submitted,Telephone,1293Q881236UtQ9DIK,12,14.01.2024,Bridgette Giuron,TL,308792090
Therapy 1,Therapy-978624,Compound 3,Category 1,0029y00000s7FGHIJ1,Indication 3,v78TR98995YwRR5IYE,Topic 2,Aspect 2,AL792468,Submitted,Face to Face,1293Q881236UtQ9DIK,19,06.01.2024,Bernie Haskey,Others,308791957
Therapy 2,Therapy-982076,Compound 2,Category 2,0029y00000t8KLMNO9,Indication 1,v78TR98995YwR1DIYR,Topic 3,Aspect 1,AL787288,Submitted,Digital,1293Q88123708K2DII,18,29.03.2024,Moore Doughartie,Others,308792050
Therapy 3,Therapy-987344,Compound 1,Category 3,0029y00000u9PQRST0,Indication 2,v78TR98995YRud8IYE,Topic 3,Aspect 2,AL790492,Submitted,VC,1293Q881236XqeZDIS,10,20.05.2024,Nissy Medforth,Others,308792023
Therapy 1,Therapy-981380,Compound 2,Category 4,0029y00000v0UVWXY4,Indication 3,v78TR98995YRvYRIYJ,Topic 4,Aspect 2,AL791031,Submitted,Telephone,1293Q881236XqWuDIK,11,23.03.2024,Davine Males,TL,308792091
Therapy 2,Therapy-979462,Compound 3,Category 1,0029y00000w1ZABCDE8,Indication 1,v78TR98995YRvwRIYR,Topic 2,Aspect 3,AL789816,Submitted,Face to Face,1293Q881236XqeZDIS,4,27.05.2024,Efren Lotze,TL,308791870
Therapy 3,Therapy-982803,Compound 1,Category 3,0029y00000x2FGHIJ6,Indication 2,v78TR98995YRw7tIYE,Topic 3,Aspect 3,AL789194,Submitted,Telephone,1293Q881236Un3kDIC,25,04.06.2024,Beryl Wythill,Others,308791887
Therapy 1,Therapy-980056,Compound 2,Category 2,0029y00000y3KLMNO5,Indication 3,v78TR98995YRuhkIYE,Topic 1,Aspect 3,AL789765,Submitted,VC,1293Q881236UtQ9DIK,7,18.04.2024,Lydon Laimable,TL,308792049
Therapy 2,Therapy-983729,Compound 1,Category 4,0029y00000z4PQRST1,Indication 1,v78TR98995YRutHIYR,Topic 4,Aspect 4,AL787936,Submitted,Digital,1293Q881236UtQ9DIK,5,16.02.2024,Kathie De Domenico,Others,308792011
Therapy 3,Therapy-984210,Compound 3,Category 1,0029y00000a5UVWXY7,Indication 2,v78TR98995YRuwJIYR,Topic 1,Aspect 4,AL788852,Submitted,Face to Face,1293Q881236XqWTDI0,22,03.02.2024,Jedidiah Courtois,Others,308792049
Therapy 1,Therapy-985197,Compound 2,Category 2,0029y00000b6ZABCDE9,Indication 3,v78TR98995YRuxqIYE,Topic 4,Aspect 2,AL790221,Submitted,VC,1293Q881236UtQ9DIK,12,27.06.2024,Theobald Conen,Others,308791990
